message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.007929])";"30";"turtlesim2.sim";"1699873232.321355321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.015337])";"30";"turtlesim1.sim";"1699873232.320390312";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.000520])";"30";"turtlesim3.sim";"1699873232.311153570";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.000520])";"30";"turtlesim2.sim";"1699873232.305543241";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.007929])";"30";"turtlesim1.sim";"1699873232.304295865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.993112])";"30";"turtlesim3.sim";"1699873232.294681761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.993112])";"30";"turtlesim2.sim";"1699873232.289348789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=10.000520])";"30";"turtlesim1.sim";"1699873232.288553205";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.985704])";"30";"turtlesim3.sim";"1699873232.279459348";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.985704])";"30";"turtlesim2.sim";"1699873232.272724694";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.993112])";"30";"turtlesim1.sim";"1699873232.272768299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.978295])";"30";"turtlesim3.sim";"1699873232.263124584";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.978295])";"30";"turtlesim2.sim";"1699873232.257204082";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.985704])";"30";"turtlesim1.sim";"1699873232.257108381";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.970887])";"30";"turtlesim3.sim";"1699873232.246869860";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.970887])";"30";"turtlesim2.sim";"1699873232.241448529";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.978295])";"30";"turtlesim1.sim";"1699873232.240570543";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.963479])";"30";"turtlesim3.sim";"1699873232.231452641";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.963479])";"30";"turtlesim2.sim";"1699873232.225749904";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.970887])";"30";"turtlesim1.sim";"1699873232.224919926";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.956070])";"30";"turtlesim3.sim";"1699873232.214882052";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.956070])";"30";"turtlesim2.sim";"1699873232.209191147";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.963479])";"30";"turtlesim1.sim";"1699873232.208298611";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.948662])";"30";"turtlesim3.sim";"1699873232.199263060";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.948662])";"30";"turtlesim2.sim";"1699873232.193544881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.956070])";"30";"turtlesim1.sim";"1699873232.192819649";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.941254])";"30";"turtlesim3.sim";"1699873232.182892502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.941254])";"30";"turtlesim2.sim";"1699873232.177019695";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.948662])";"30";"turtlesim1.sim";"1699873232.177056932";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.933846])";"30";"turtlesim3.sim";"1699873232.166594794";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.933846])";"30";"turtlesim2.sim";"1699873232.161614261";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.941254])";"30";"turtlesim1.sim";"1699873232.160539734";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.926437])";"30";"turtlesim3.sim";"1699873232.151449569";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.926437])";"30";"turtlesim2.sim";"1699873232.144996223";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.933846])";"30";"turtlesim1.sim";"1699873232.145034238";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.919029])";"30";"turtlesim3.sim";"1699873232.135265621";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.919029])";"30";"turtlesim2.sim";"1699873232.129503379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.926437])";"30";"turtlesim1.sim";"1699873232.128594249";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.911621])";"30";"turtlesim3.sim";"1699873232.118949972";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.919029])";"30";"turtlesim1.sim";"1699873232.113061456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.911621])";"30";"turtlesim2.sim";"1699873232.112802677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.904212])";"30";"turtlesim3.sim";"1699873232.102580348";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.904212])";"30";"turtlesim2.sim";"1699873232.097170431";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.911621])";"30";"turtlesim1.sim";"1699873232.096742330";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.896804])";"30";"turtlesim3.sim";"1699873232.087286718";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.896804])";"30";"turtlesim2.sim";"1699873232.081207102";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.904212])";"30";"turtlesim1.sim";"1699873232.080177870";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.889396])";"30";"turtlesim3.sim";"1699873232.070750122";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.889396])";"30";"turtlesim2.sim";"1699873232.065717561";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.896804])";"30";"turtlesim1.sim";"1699873232.064614299";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.881987])";"30";"turtlesim3.sim";"1699873232.055403102";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.889396])";"30";"turtlesim1.sim";"1699873232.048831697";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.881987])";"30";"turtlesim2.sim";"1699873232.048726189";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.874579])";"30";"turtlesim3.sim";"1699873232.039136194";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.881987])";"30";"turtlesim1.sim";"1699873232.032940235";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.874579])";"30";"turtlesim2.sim";"1699873232.032926638";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.867171])";"30";"turtlesim3.sim";"1699873232.022949938";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.867171])";"30";"turtlesim2.sim";"1699873232.017278525";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.874579])";"30";"turtlesim1.sim";"1699873232.016333968";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.859762])";"30";"turtlesim3.sim";"1699873232.006566037";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.859762])";"30";"turtlesim2.sim";"1699873232.000895977";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.852354])";"30";"turtlesim3.sim";"1699873231.991253379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.852354])";"30";"turtlesim2.sim";"1699873231.985397873";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.859762])";"30";"turtlesim1.sim";"1699873231.984320377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.844946])";"30";"turtlesim3.sim";"1699873231.974970318";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.844946])";"30";"turtlesim2.sim";"1699873231.969084222";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.852354])";"30";"turtlesim1.sim";"1699873231.968826544";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.837537])";"30";"turtlesim3.sim";"1699873231.958678629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.837537])";"30";"turtlesim2.sim";"1699873231.953556292";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.844946])";"30";"turtlesim1.sim";"1699873231.952330151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.830129])";"30";"turtlesim3.sim";"1699873231.943246117";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.830129])";"30";"turtlesim2.sim";"1699873231.936992320";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.837537])";"30";"turtlesim1.sim";"1699873231.936189679";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.822721])";"30";"turtlesim3.sim";"1699873231.927014427";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.822721])";"30";"turtlesim2.sim";"1699873231.921469911";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.830129])";"30";"turtlesim1.sim";"1699873231.920632960";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.815313])";"30";"turtlesim3.sim";"1699873231.911592527";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.822721])";"30";"turtlesim1.sim";"1699873231.905009160";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.815313])";"30";"turtlesim2.sim";"1699873231.905009108";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.807904])";"30";"turtlesim3.sim";"1699873231.895242767";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.807904])";"30";"turtlesim2.sim";"1699873231.889592502";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.815313])";"30";"turtlesim1.sim";"1699873231.888146337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.800496])";"30";"turtlesim3.sim";"1699873231.879035792";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.800496])";"30";"turtlesim2.sim";"1699873231.873653534";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.807904])";"30";"turtlesim1.sim";"1699873231.872640117";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.793088])";"30";"turtlesim3.sim";"1699873231.862924636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.793088])";"30";"turtlesim2.sim";"1699873231.856924841";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.800496])";"30";"turtlesim1.sim";"1699873231.856919223";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.785679])";"30";"turtlesim3.sim";"1699873231.847482735";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.785679])";"30";"turtlesim2.sim";"1699873231.841349841";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.793088])";"30";"turtlesim1.sim";"1699873231.840431334";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.778271])";"30";"turtlesim3.sim";"1699873231.830789869";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.785679])";"30";"turtlesim1.sim";"1699873231.824740461";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.778271])";"30";"turtlesim2.sim";"1699873231.824713305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.770863])";"30";"turtlesim3.sim";"1699873231.815461636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.770863])";"30";"turtlesim2.sim";"1699873231.809286742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.778271])";"30";"turtlesim1.sim";"1699873231.808380291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.763454])";"30";"turtlesim3.sim";"1699873231.799222466";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.763454])";"30";"turtlesim2.sim";"1699873231.792841716";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.770863])";"30";"turtlesim1.sim";"1699873231.792857569";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.756046])";"30";"turtlesim3.sim";"1699873231.782817830";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.763454])";"30";"turtlesim1.sim";"1699873231.777465308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.756046])";"30";"turtlesim2.sim";"1699873231.777179668";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.748638])";"30";"turtlesim3.sim";"1699873231.767220984";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.748638])";"30";"turtlesim2.sim";"1699873231.761647430";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.756046])";"30";"turtlesim1.sim";"1699873231.760723007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.741229])";"30";"turtlesim3.sim";"1699873231.750897741";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.741229])";"30";"turtlesim2.sim";"1699873231.745343942";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.748638])";"30";"turtlesim1.sim";"1699873231.744308568";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.733821])";"30";"turtlesim3.sim";"1699873231.734570087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.733821])";"30";"turtlesim2.sim";"1699873231.729631032";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.741229])";"30";"turtlesim1.sim";"1699873231.728540463";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.726413])";"30";"turtlesim3.sim";"1699873231.719302883";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.726413])";"30";"turtlesim2.sim";"1699873231.712991572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.733821])";"30";"turtlesim1.sim";"1699873231.712142498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.719004])";"30";"turtlesim3.sim";"1699873231.703503189";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.719004])";"30";"turtlesim2.sim";"1699873231.697200554";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.726413])";"30";"turtlesim1.sim";"1699873231.696361247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.711596])";"30";"turtlesim3.sim";"1699873231.687353991";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.711596])";"30";"turtlesim2.sim";"1699873231.681642494";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.719004])";"30";"turtlesim1.sim";"1699873231.680906853";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.704188])";"30";"turtlesim3.sim";"1699873231.670954598";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.711596])";"30";"turtlesim1.sim";"1699873231.665125421";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.704188])";"30";"turtlesim2.sim";"1699873231.664795176";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.696779])";"30";"turtlesim3.sim";"1699873231.654576551";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.696779])";"30";"turtlesim2.sim";"1699873231.649282408";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.704188])";"30";"turtlesim1.sim";"1699873231.648536010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.689371])";"30";"turtlesim3.sim";"1699873231.639258258";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.689371])";"30";"turtlesim2.sim";"1699873231.632863225";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.696779])";"30";"turtlesim1.sim";"1699873231.632645876";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.681963])";"30";"turtlesim3.sim";"1699873231.623218676";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.681963])";"30";"turtlesim2.sim";"1699873231.617077247";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.689371])";"30";"turtlesim1.sim";"1699873231.616232843";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.674555])";"30";"turtlesim3.sim";"1699873231.606674935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.674555])";"30";"turtlesim2.sim";"1699873231.600565226";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.681963])";"30";"turtlesim1.sim";"1699873231.600481049";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.667146])";"30";"turtlesim3.sim";"1699873231.591378950";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.674555])";"30";"turtlesim1.sim";"1699873231.584702161";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.667146])";"30";"turtlesim2.sim";"1699873231.584708135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.659738])";"30";"turtlesim3.sim";"1699873231.575056609";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.667146])";"30";"turtlesim1.sim";"1699873231.569116000";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.659738])";"30";"turtlesim2.sim";"1699873231.568701689";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.652330])";"30";"turtlesim3.sim";"1699873231.558960355";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.652330])";"30";"turtlesim2.sim";"1699873231.552747906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.659738])";"30";"turtlesim1.sim";"1699873231.552366433";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.644921])";"30";"turtlesim3.sim";"1699873231.542705558";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.644921])";"30";"turtlesim2.sim";"1699873231.537186764";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.652330])";"30";"turtlesim1.sim";"1699873231.536488071";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.637513])";"30";"turtlesim3.sim";"1699873231.526509659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.637513])";"30";"turtlesim2.sim";"1699873231.521667650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.644921])";"30";"turtlesim1.sim";"1699873231.520783840";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.630105])";"30";"turtlesim3.sim";"1699873231.511493042";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.630105])";"30";"turtlesim2.sim";"1699873231.505162359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.637513])";"30";"turtlesim1.sim";"1699873231.504311722";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.622696])";"30";"turtlesim3.sim";"1699873231.495104576";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.622696])";"30";"turtlesim2.sim";"1699873231.488719658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.630105])";"30";"turtlesim1.sim";"1699873231.488692330";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.615288])";"30";"turtlesim3.sim";"1699873231.479648328";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.615288])";"30";"turtlesim2.sim";"1699873231.473195402";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.622696])";"30";"turtlesim1.sim";"1699873231.472219670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.607880])";"30";"turtlesim3.sim";"1699873231.463067698";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.607880])";"30";"turtlesim2.sim";"1699873231.456879022";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.615288])";"30";"turtlesim1.sim";"1699873231.456812836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.600471])";"30";"turtlesim3.sim";"1699873231.446561971";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.600471])";"30";"turtlesim2.sim";"1699873231.441532747";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.607880])";"30";"turtlesim1.sim";"1699873231.440372270";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.593063])";"30";"turtlesim3.sim";"1699873231.431169443";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.600471])";"30";"turtlesim1.sim";"1699873231.424845727";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.593063])";"30";"turtlesim2.sim";"1699873231.424885304";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.585655])";"30";"turtlesim3.sim";"1699873231.414638673";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.585655])";"30";"turtlesim2.sim";"1699873231.409406090";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.593063])";"30";"turtlesim1.sim";"1699873231.408464164";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.578246])";"30";"turtlesim3.sim";"1699873231.399438587";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.578246])";"30";"turtlesim2.sim";"1699873231.392931698";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.585655])";"30";"turtlesim1.sim";"1699873231.392634803";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.570838])";"30";"turtlesim3.sim";"1699873231.383194409";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.570838])";"30";"turtlesim2.sim";"1699873231.377591329";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.578246])";"30";"turtlesim1.sim";"1699873231.377087233";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.563430])";"30";"turtlesim3.sim";"1699873231.366774363";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.563430])";"30";"turtlesim2.sim";"1699873231.361094790";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.570838])";"30";"turtlesim1.sim";"1699873231.360365700";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.556021])";"30";"turtlesim3.sim";"1699873231.351166900";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.556021])";"30";"turtlesim2.sim";"1699873231.345416148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11.120020, y=9.563430])";"30";"turtlesim1.sim";"1699873231.345202800";"./src/turtle.cpp:update:260"
